TaxonomyID,TaxonomyName,TaxonomyRank,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
1179382,Pseudomonas sp. AMF3574,species,2,0,2,0,2,0,2,0
742459,Capnocytophaga sp. MG12,species,2,0,2,0,2,0,2,0
1166282,Rhizobium sp. R3-211,species,1,0,1,0,1,0,1,0
450513,Phormidiaceae cyanobacterium CPER-KK1,species,1,0,1,0,1,0,1,0
2146,Acholeplasmataceae,family,9,0,9,0,9,0,9,0
405770,Kocuria halotolerans,species,1,0,1,0,1,0,1,0
493,Neisseria canis,species,3,0,3,0,3,0,3,0
363180,uncultured Methylococcales bacterium,species,1,0,1,0,1,0,1,0
262077,Marinobacter daepoensis,species,1,0,1,0,1,0,1,0
85026,Gordoniaceae,family,39,19,39,19,39,19,39,19
113062,Lactobacillus sp. JN4,species,48,0,48,0,48,0,48,0
43997,Catonella morbi,species,5,0,5,0,5,0,5,0
152594,uncultured Chloroflexaceae bacterium,species,2,0,2,0,2,0,2,0
1224240,Pseudomonas sp. enrichment culture clone DTT.001.L,species,1,0,1,0,1,0,1,0
505710,Staphylococcus sp. SENDO2,species,4,0,4,0,4,0,4,0
67798,environmental samples,no rank,7,0,7,0,7,0,7,0
242935,Bacteriovorax sp. PNEc1,species,2,0,2,0,2,0,2,0
102234,Cyanobacterium,genus,32,0,32,0,32,0,32,0
116532,unclassified Nocardioidaceae,no rank,2,0,2,0,2,0,2,0
89267,environmental samples,no rank,3,0,3,0,3,0,3,0
1206843,Promicromonospora sp. OAct 33,species,7,0,7,0,7,0,7,0
376514,environmental samples,no rank,1,0,1,0,1,0,1,0
815,Bacteroidaceae,family,2,0,2,0,2,0,2,0
165191,environmental samples,no rank,2,0,2,0,2,0,2,0
659664,Roseomonas sp. sjc02.ost.edme,species,96,0,96,0,96,0,96,0
213423,Pelobacteraceae,family,3,0,3,0,3,0,3,0
29449,Rhizobium etli,species,1,0,1,0,1,0,1,0
412043,uncultured Cystobacter sp.,species,1,0,1,0,1,0,1,0
491149,environmental samples,no rank,2,0,2,0,2,0,2,0
263369,Bacteriovoracaceae,family,2,0,2,0,2,0,2,0
590841,Rhodococcus sp. YIM 100117,species,1,0,1,0,1,0,1,0
292625,Anaerolineae,class,3,0,3,0,3,0,3,0
119534,Tolypothrix distorta,species,1,0,1,0,1,0,1,0
1151638,Clostridiales bacterium canine oral taxon 261,species,1,0,1,0,1,0,1,0
375467,uncultured Rubrivivax sp.,species,4,0,4,0,4,0,4,0
188708,Thermotogae,class,10,0,10,0,10,0,10,0
721818,Pseudomonas sp. DSP-R33,species,1,0,1,0,1,0,1,0
1751,Propionibacterium thoenii,species,2,0,2,0,2,0,2,0
269212,uncultured Microcystis sp.,species,2,0,2,0,2,0,2,0
53458,Janibacter limosus,species,5,0,5,0,5,0,5,0
255205,Pseudoclavibacter helvolus,species,2,0,2,0,2,0,2,0
382241,Tetrasphaera sp. PDD-3b-18,species,1,0,1,0,1,0,1,0
505,Kingella oralis,species,5,0,5,0,5,0,5,0
199682,environmental samples,no rank,10,0,10,0,10,0,10,0
613,Serratia,genus,2,0,2,0,2,0,2,0
1115970,Pseudomonas sp. JG-4-5,species,0,1,0,1,0,1,0,1
329708,uncultured Micrococcaceae bacterium,species,5,0,5,0,5,0,5,0
649777,Synergistaceae,family,1,0,1,0,1,0,1,0
995085,Stenotrophomonas maltophilia group,no rank,2,0,2,0,2,0,2,0
943835,Rhodopseudomonas sp. R-45974,species,1,0,1,0,1,0,1,0
68,Lysobacter,genus,1,0,1,0,1,0,1,0
36862,Ideonella,genus,11,0,11,0,11,0,11,0
1106,Chloroflexaceae,family,16,0,16,0,16,0,16,0
218053,environmental samples,no rank,3,0,3,0,3,0,3,0
539002,Bacillales incertae sedis,no rank,36,8,36,8,36,8,36,8
437475,uncultured Frankineae bacterium,species,18,8,18,8,18,8,18,8
744995,OMG group,no rank,1,0,1,0,1,0,1,0
127783,environmental samples,no rank,14,1,14,1,14,1,14,1
124608,uncultured bacterium GKS2-218,species,1,0,1,0,1,0,1,0
1142087,Marinobacter sp. MH5,species,1,0,1,0,1,0,1,0
2159,Methanobacteriaceae,family,16,0,16,0,16,0,16,0
711618,gamma proteobacterium 2.1.3_S,species,1,0,1,0,1,0,1,0
255726,Acidimicrobineae,suborder,3,0,3,0,3,0,3,0
156651,Saprospira sp. SS92-11,species,1,0,1,0,1,0,1,0
655120,Delftia sp. RF-93,species,2,0,2,0,2,0,2,0
936002,Rhodococcus sp. BND88,species,70,0,70,0,70,0,70,0
162155,uncultured Treponema sp.,species,2,0,2,0,2,0,2,0
450803,Oceaniserpentilla,genus,1,0,1,0,1,0,1,0
2053,Gordonia,genus,39,19,39,19,39,19,39,19
693224,Gloeocapsopsis crepidinum BDU 20372,no rank,2,0,2,0,2,0,2,0
33807,unclassified Alphaproteobacteria (miscellaneous),no rank,27,0,27,0,27,0,27,0
2743,Marinobacter hydrocarbonoclasticus,species,3,0,3,0,3,0,3,0
128780,Stenotrophomonas acidaminiphila,species,1,0,1,0,1,0,1,0
35830,Acetivibrio cellulolyticus,species,1,0,1,0,1,0,1,0
869875,Pseudomonas sp. S29(2010),species,6,0,6,0,6,0,6,0
398,Rhizobium tropici,species,0,1,0,1,0,1,0,1
47926,environmental samples,no rank,361,5,361,5,361,5,361,5
637607,Chroococcidiopsis sp. MMG-6,species,1,0,1,0,1,0,1,0
266983,Rhodococcus sp. RG-14,species,1,0,1,0,1,0,1,0
213468,Syntrophaceae,family,2,0,2,0,2,0,2,0
305213,Kineosporiaceae bacterium Ellin7183,species,1,0,1,0,1,0,1,0
1165656,Dermacoccus sp. SI2,species,1,0,1,0,1,0,1,0
655781,Pseudomonas sp. RARE-35/09,species,3,0,3,0,3,0,3,0
544447,unclassified Erysipelotrichaceae (miscellaneous),no rank,5,0,5,0,5,0,5,0
446860,Kocuria flava,species,1,0,1,0,1,0,1,0
452331,uncultured Stenotrophomonas bacterium,species,1,0,1,0,1,0,1,0
1189328,Brevibacterium sp. Tc3-6,species,1,0,1,0,1,0,1,0
992313,Pseudomonas sp. KB68,species,1,0,1,0,1,0,1,0
712624,Streptococcus sp. oral taxon 064,species,1,0,1,0,1,0,1,0
2056,Sphaerobacter,genus,19,0,19,0,19,0,19,0
1151503,Lautropia sp. canine oral taxon 175,species,3,0,3,0,3,0,3,0
221168,environmental samples,no rank,3,0,3,0,3,0,3,0
654339,Gordonia sp. C-32,species,3,0,3,0,3,0,3,0
1121,Aphanothece,genus,10,0,10,0,10,0,10,0
178440,Opitutus,genus,6,0,6,0,6,0,6,0
1200457,Stenotrophomonas sp. SOZ3-5122,species,2,0,2,0,2,0,2,0
411917,uncultured Planctomycetia bacterium,species,4,0,4,0,4,0,4,0
309487,Pseudomonas sp. DVS13A,species,2,0,2,0,2,0,2,0
248082,uncultured Leptothrix sp.,species,26,0,26,0,26,0,26,0
75687,Neptunomonas,genus,1,0,1,0,1,0,1,0
196821,unclassified Pseudomonas,no rank,1,0,1,0,1,0,1,0
468,Moraxellaceae,family,100,27,100,27,100,27,100,27
45359,unclassified pseudomonads,no rank,41,0,41,0,41,0,41,0
1218972,Bacillus sp. UAsDu48,species,1,0,1,0,1,0,1,0
259313,uncultured Conexibacter sp.,species,12,0,12,0,12,0,12,0
146,Spirochaeta,genus,13,0,13,0,13,0,13,0
162291,Planomicrobium,genus,1,1,1,1,1,1,1,1
2035,Curtobacterium flaccumfaciens,species,1,0,1,0,1,0,1,0
88138,Modestobacter,genus,6,4,6,4,6,4,6,4
1118439,Pseudomonas sp. Cantas10,species,6,0,6,0,6,0,6,0
906,Megasphaera,genus,4,0,4,0,4,0,4,0
1188788,Pseudomonas sp. NBM11,species,6,0,6,0,6,0,6,0
113107,Streptococcus australis,species,2,1,2,1,2,1,2,1
37914,Dietzia,genus,69,34,69,34,69,34,69,34
1072678,environmental samples,no rank,1,0,1,0,1,0,1,0
224471,Burkholderiales Genera incertae sedis,no rank,113,0,113,0,113,0,113,0
1035319,Agromyces sp. 44AGV,species,1,0,1,0,1,0,1,0
765194,Roseomonas sp. UAPS01001,species,1,0,1,0,1,0,1,0
1138541,Pseudomonas sp. 10-2-F,species,2,0,2,0,2,0,2,0
331878,alpha proteobacterium BAL239,species,1,0,1,0,1,0,1,0
83766,Propionivibrio,genus,2,0,2,0,2,0,2,0
886302,Kocuria sp. rsk4,species,5,0,5,0,5,0,5,0
572950,Gallionella sp. enrichment culture clone MWE_C13,species,1,0,1,0,1,0,1,0
1156393,Pseudomonas sp. B11,species,1,0,1,0,1,0,1,0
211456,environmental samples,no rank,2,0,2,0,2,0,2,0
186054,environmental samples,no rank,1,0,1,0,1,0,1,0
1133519,Acetobacteraceae bacterium MS302e,species,8,0,8,0,8,0,8,0
909932,Negativicutes,class,475,17,475,17,475,17,475,17
1097494,Nostoc sp. LCRSM-3,species,1,0,1,0,1,0,1,0
233793,environmental samples,no rank,3,0,3,0,3,0,3,0
543032,environmental samples,no rank,1,0,1,0,1,0,1,0
45401,Hyphomicrobiaceae,family,25,1,25,1,25,1,25,1
387988,uncultured Dokdonella sp.,species,1,1,1,1,1,1,1,1
165437,uncultured Comamonadaceae bacterium,species,10,0,10,0,10,0,10,0
1088386,Nocardioides sp. PFW-1,species,8,0,8,0,8,0,8,0
568676,Spirosoma sp. II_Gauze_A_2_12,species,2,0,2,0,2,0,2,0
52604,Pleurocapsales,order,46,0,46,0,46,0,46,0
48504,environmental samples,no rank,4354,1470,4354,1470,4354,1470,4354,1470
1234,Nitrospira,genus,1,0,1,0,1,0,1,0
53406,Pseudomonas anguilliseptica,species,2,0,2,0,2,0,2,0
80864,Comamonadaceae,family,83,7,83,7,83,7,83,7
217063,Oleomonas,genus,4,0,4,0,4,0,4,0
84633,Kineosporia rhizophila,species,5,0,5,0,5,0,5,0
136100,Knoellia sinensis,species,2,0,2,0,2,0,2,0
1151603,unclassified Acholeplasmatales,no rank,1,0,1,0,1,0,1,0
47928,environmental samples,no rank,1027,4,1027,4,1027,4,1027,4
499712,Rhizobium sp. PhR6A,species,1,0,1,0,1,0,1,0
417375,Rhodococcus boritolerans,species,1,0,1,0,1,0,1,0
328009,uncultured Finegoldia sp.,species,2,0,2,0,2,0,2,0
668982,Demetria sp. MU2A-39,species,1,0,1,0,1,0,1,0
1774,Mycobacterium chelonae,species,3,0,3,0,3,0,3,0
1402,Bacillus licheniformis,species,1,0,1,0,1,0,1,0
127750,environmental samples,no rank,5,0,5,0,5,0,5,0
114712,uncultured Azospirillum sp.,species,2,0,2,0,2,0,2,0
48505,environmental samples,no rank,1,0,1,0,1,0,1,0
141277,uncultured sheep mite bacterium Llangefni 35,species,0,1,0,1,0,1,0,1
1082,Phaeospirillum fulvum,species,4,0,4,0,4,0,4,0
1865,Actinoplanes,genus,3,0,3,0,3,0,3,0
239737,uncultured Beijerinckiaceae bacterium,species,1,0,1,0,1,0,1,0
337808,uncultured Flectobacillus sp.,species,2,0,2,0,2,0,2,0
851,Fusobacterium nucleatum,species,8,0,8,0,8,0,8,0
1084523,Hymenobacter sp. GYR3077,species,1,0,1,0,1,0,1,0
407,Methylobacterium,genus,376,122,376,122,376,122,376,122
269675,uncultured Oceanospirillum sp.,species,4,0,4,0,4,0,4,0
459831,environmental samples,no rank,1,1,1,1,1,1,1,1
563798,Cyclobacteriaceae,family,1,0,1,0,1,0,1,0
204433,Acidobacteriales,order,38,0,38,0,38,0,38,0
654521,Kocuria sp. BBT04,species,23,0,23,0,23,0,23,0
701135,Streptococcus sp. oral clone 11-6,species,24,0,24,0,24,0,24,0
526525,Erysipelotrichales,order,15,0,15,0,15,0,15,0
259948,environmental samples,no rank,2,0,2,0,2,0,2,0
887616,Enterobacter sp. enrichment culture clone HSL42,species,1,0,1,0,1,0,1,0
225057,Acidithiobacillales,order,5,1,5,1,5,1,5,1
555088,Dethiobacter alkaliphilus AHT 1,no rank,3,0,3,0,3,0,3,0
1049619,Bradyrhizobium sp. YM-Lg-5-3,species,2,0,2,0,2,0,2,0
1307456,Kineosporia rhizophila JCM 9960,no rank,5,0,5,0,5,0,5,0
1135961,Desulfonatronovibrio sp. SDT2S29,species,1,0,1,0,1,0,1,0
173971,uncultured Halomonas sp.,species,1,0,1,0,1,0,1,0
654510,Arthrobacter sp. BBT77,species,1,0,1,0,1,0,1,0
35750,Sporichthya,genus,3,0,3,0,3,0,3,0
72276,Ectothiorhodospiraceae,family,20,0,20,0,20,0,20,0
754483,uncultured Holophagae bacterium,species,1,0,1,0,1,0,1,0
1147963,cyanobacterium enrichment culture clone 5_4_5.2.7_E10-T7,species,6,0,6,0,6,0,6,0
51366,Salinivibrio,genus,1,0,1,0,1,0,1,0
59620,uncultured Clostridium sp.,species,51,0,51,0,51,0,51,0
1191689,Alkalibacillus sp. 20-13,species,1,0,1,0,1,0,1,0
134621,Verrucomicrobia subdivision 3,family,1,0,1,0,1,0,1,0
634481,Pseudomonas sp. enrichment culture clone D_8m3,species,4,0,4,0,4,0,4,0
165438,uncultured Stenotrophomonas sp.,species,10,0,10,0,10,0,10,0
186827,Aerococcaceae,family,9,3,9,3,9,3,9,3
462200,uncultured Knoellia sp.,species,12,0,12,0,12,0,12,0
257461,environmental samples,no rank,2,0,2,0,2,0,2,0
658160,uncultured Pseudophormidium sp.,species,2,0,2,0,2,0,2,0
1408,Bacillus pumilus,species,4,1,4,1,4,1,4,1
263768,environmental samples,no rank,2,0,2,0,2,0,2,0
575417,environmental samples,no rank,25,0,25,0,25,0,25,0
1003181,Candidatus Thiomargarita nelsonii,species,1,0,1,0,1,0,1,0
978,Cytophaga,genus,2,0,2,0,2,0,2,0
137732,Granulicatella elegans,species,3,0,3,0,3,0,3,0
316079,environmental samples,no rank,7,0,7,0,7,0,7,0
450367,[Brevibacterium] frigoritolerans,species,1,0,1,0,1,0,1,0
570517,gamma proteobacterium 00YJ5,species,1,0,1,0,1,0,1,0
683409,uncultured Dethiobacter sp.,species,1,0,1,0,1,0,1,0
320599,Solirubrobacteraceae,family,21,0,21,0,21,0,21,0
67799,Thermodesulfobacteria,class,1,0,1,0,1,0,1,0
33882,Microbacterium,genus,42,0,42,0,42,0,42,0
134349,hydrogen production community clone HPB-G1-8,species,1,0,1,0,1,0,1,0
471203,Pseudomonas sp. R-35718,species,1,0,1,0,1,0,1,0
988,Leeuwenhoekiella marinoflava,species,1,0,1,0,1,0,1,0
211430,uncultured Sporichthya sp.,species,2,0,2,0,2,0,2,0
541000,Ruminococcaceae,family,15,0,15,0,15,0,15,0
2049,Actinomycetaceae,family,45,16,45,16,45,16,45,16
84025,Clostridium haemolyticum,species,1,0,1,0,1,0,1,0
732141,Anabaena sedovii ACCS 058,no rank,2,0,2,0,2,0,2,0
259950,environmental samples,no rank,18,0,18,0,18,0,18,0
142182,Gemmatimonadetes,phylum,75,4,75,4,75,4,75,4
237778,uncultured Neisseria sp.,species,6,0,6,0,6,0,6,0
1169903,Bradyrhizobium sp. PeniS4C4,species,1,0,1,0,1,0,1,0
263769,uncultured Moraxella sp.,species,2,0,2,0,2,0,2,0
296051,Terrimonas,genus,1,0,1,0,1,0,1,0
301297,Dehalococcoidia,class,1,0,1,0,1,0,1,0
190,Aquaspirillum serpens,species,1,0,1,0,1,0,1,0
68295,Thermoanaerobacterales,order,5,0,5,0,5,0,5,0
1173082,Devosia submarina,species,1,0,1,0,1,0,1,0
60548,Burkholderia graminis,species,1,0,1,0,1,0,1,0
693223,Gloeocapsopsis crepidinum,species,2,0,2,0,2,0,2,0
85002,Sphaerobacteraceae,family,22,1,22,1,22,1,22,1
259321,environmental samples,no rank,2,0,2,0,2,0,2,0
939695,gamma proteobacterium SCGC AAA300-B05,species,3,0,3,0,3,0,3,0
838,Prevotella,genus,43,23,43,23,43,23,43,23
936593,Lachnospiraceae bacterium ICM62,species,3,0,3,0,3,0,3,0
82115,Rhizobiaceae,family,275,62,275,62,275,62,275,62
945779,Synechococcus nidulans LEGE 07171,no rank,1,0,1,0,1,0,1,0
1072679,uncultured Hansschlegelia sp.,species,1,0,1,0,1,0,1,0
68359,environmental samples,no rank,6,0,6,0,6,0,6,0
165435,uncultured Flavobacterium sp.,species,1,0,1,0,1,0,1,0
83426,environmental samples,no rank,2431,24,2431,24,2431,24,2431,24
447543,Pseudomonas sp. oral clone 4RH-18,species,2,0,2,0,2,0,2,0
84994,Acidimicrobiaceae,family,1,0,1,0,1,0,1,0
1224629,Microcystis ramosa,species,1,0,1,0,1,0,1,0
69541,Desulfuromonadales,order,28,0,28,0,28,0,28,0
1151604,Acholeplasmatales bacterium canine oral taxon 172,species,1,0,1,0,1,0,1,0
259957,uncultured Chroococcidiopsis sp.,species,12,0,12,0,12,0,12,0
211442,uncultured Caulobacteraceae bacterium,species,42,0,42,0,42,0,42,0
289361,uncultured Marinobacterium sp.,species,2,0,2,0,2,0,2,0
81943,Methylocella palustris,species,1,0,1,0,1,0,1,0
590937,Rhodococcus sp. A30,species,2,0,2,0,2,0,2,0
1298,Deinococcus,genus,50,17,50,17,50,17,50,17
581187,uncultured Corynebacterineae bacterium,species,1,0,1,0,1,0,1,0
349,Zoogloea,genus,3,0,3,0,3,0,3,0
76759,Pseudomonas monteilii,species,3,0,3,0,3,0,3,0
312306,Pseudomonas entomophila,species,4,0,4,0,4,0,4,0
520307,uncultured Azonexus sp.,species,1,0,1,0,1,0,1,0
53363,Brevibacterium mcbrellneri,species,1,0,1,0,1,0,1,0
1048210,Sphingomonas sp. Mn106Worker1wash,species,1,0,1,0,1,0,1,0
117563,Granulicatella,genus,5,3,5,3,5,3,5,3
383614,Brasilonema,genus,25,0,25,0,25,0,25,0
870428,Pseudomonas sp. ICB370,species,1,0,1,0,1,0,1,0
181008,uncultured Methylocystaceae bacterium,species,1,0,1,0,1,0,1,0
269674,environmental samples,no rank,4,0,4,0,4,0,4,0
41431,Cyanothece sp. PCC 8801,species,1,0,1,0,1,0,1,0
577600,uncultured Petrotoga sp.,species,9,0,9,0,9,0,9,0
682696,Pseudomonas sp. C1 ecto 19,species,6,0,6,0,6,0,6,0
64642,Tetragenococcus muriaticus,species,2,0,2,0,2,0,2,0
418856,Nevskia soli,species,2,0,2,0,2,0,2,0
29382,Staphylococcus cohnii,species,1,0,1,0,1,0,1,0
1167069,Pseudomonas sp. SH-2-02,species,1,0,1,0,1,0,1,0
318121,uncultured Thermomonas sp.,species,1,0,1,0,1,0,1,0
1149773,Phyllobacterium endophyticum,species,1,0,1,0,1,0,1,0
259306,environmental samples,no rank,8,0,8,0,8,0,8,0
1043605,Methylobacterium sp. 104,species,1,0,1,0,1,0,1,0
147083,uncultured synthetic wastewater bacterium tmbr15-3,species,1,0,1,0,1,0,1,0
210933,environmental samples,no rank,1,0,1,0,1,0,1,0
875272,Hymenobacter sp. R-36499,species,2,0,2,0,2,0,2,0
984206,Phormidium sp. CENA135,species,1,0,1,0,1,0,1,0
85005,Actinomycineae,suborder,45,16,45,16,45,16,45,16
248680,environmental samples,no rank,1,0,1,0,1,0,1,0
305954,Stenotrophomonas sp. cp04.07,species,1,0,1,0,1,0,1,0
53335,Pantoea,genus,4,2,4,2,4,2,4,2
1213394,Serinicoccus sp. S69,species,2,0,2,0,2,0,2,0
141948,Thermomonas,genus,1,0,1,0,1,0,1,0
118325,environmental samples,no rank,1,0,1,0,1,0,1,0
1196249,Rhizobiales bacterium PEB0184,species,2,0,2,0,2,0,2,0
127785,environmental samples,no rank,6,0,6,0,6,0,6,0
662,Vibrio,genus,8,0,8,0,8,0,8,0
218066,uncultured Propionibacterium sp.,species,63,1,63,1,63,1,63,1
2071,Saccharothrix,genus,1,0,1,0,1,0,1,0
266144,Caulobacter sp. TERIPS13012,species,1,0,1,0,1,0,1,0
522332,Nostoc carneum MCCS 020,no rank,1,0,1,0,1,0,1,0
1283,Staphylococcus haemolyticus,species,1,0,1,0,1,0,1,0
34019,Candidatus Liberibacter,genus,16,4,16,4,16,4,16,4
113057,Lactobacillus sp. GTS2,species,1,0,1,0,1,0,1,0
1061,Rhodobacter capsulatus,species,1,0,1,0,1,0,1,0
796942,Stomatobaculum longum,species,2,0,2,0,2,0,2,0
335928,Xanthobacteraceae,family,5,4,5,4,5,4,5,4
412610,Pseudomonas sp. JRI04,species,1,0,1,0,1,0,1,0
221079,environmental samples,no rank,1,0,1,0,1,0,1,0
627141,Pseudomonas nitroreducens/multiresinivorans group,species subgroup,1,0,1,0,1,0,1,0
1243,Leuconostoc,genus,4,2,4,2,4,2,4,2
412058,uncultured Xanthomonadales bacterium,species,2,0,2,0,2,0,2,0
404407,Pseudomonas indoloxydans,species,1,0,1,0,1,0,1,0
329910,environmental samples,no rank,5,0,5,0,5,0,5,0
68336,Bacteroidetes/Chlorobi group,superphylum,475,305,475,305,475,305,475,305
272548,Actinomyces dentalis,species,2,0,2,0,2,0,2,0
2717,Cardiobacterium,genus,1,0,1,0,1,0,1,0
169966,uncultured Hymenobacter group bacterium,species,1,0,1,0,1,0,1,0
649562,uncultured Dermabacter sp.,species,2,0,2,0,2,0,2,0
89282,environmental samples,no rank,29,0,29,0,29,0,29,0
69657,Hyphomonadaceae,family,1,0,1,0,1,0,1,0
194829,Rhizobium sp. PL10a,species,2,0,2,0,2,0,2,0
1372,Planococcus,genus,2,0,2,0,2,0,2,0
1151522,Prevotella sp. canine oral taxon 226,species,2,0,2,0,2,0,2,0
189971,unclassified Clostridiaceae,no rank,2,0,2,0,2,0,2,0
1038439,proteobacterium enrichment culture clone E45,species,1,0,1,0,1,0,1,0
187326,Megasphaera micronuciformis,species,1,0,1,0,1,0,1,0
1360,Lactococcus lactis subsp. lactis,subspecies,14,0,14,0,14,0,14,0
1137647,Dolichospermum mucosum 08-09,no rank,1,0,1,0,1,0,1,0
497001,Acinetobacter sp. SK2,species,1,0,1,0,1,0,1,0
363179,environmental samples,no rank,1,0,1,0,1,0,1,0
573248,Staphylococcus sp. AG01-7,species,1,0,1,0,1,0,1,0
1084619,Leptothrix sp. enrichment culture clone K8,species,5,0,5,0,5,0,5,0
248710,environmental samples,no rank,33,0,33,0,33,0,33,0
712438,Porphyromonas sp. oral taxon 279,species,1,0,1,0,1,0,1,0
1219117,unclassified Nostocales (miscellaneous),no rank,1,0,1,0,1,0,1,0
189685,uncultured Paracoccus sp.,species,10,0,10,0,10,0,10,0
186928,unclassified Lachnospiraceae,no rank,8,0,8,0,8,0,8,0
36739,Dermabacter,genus,2,1,2,1,2,1,2,1
414714,Catenulisporineae,suborder,1,0,1,0,1,0,1,0
1219583,Anaerococcus sp. S3PF17,species,1,0,1,0,1,0,1,0
388763,alpha proteobacterium LH1D,species,1,0,1,0,1,0,1,0
1010352,gamma proteobacterium SCGC AAA158-J08,species,3,0,3,0,3,0,3,0
428049,uncultured Desulfurobacterium sp.,species,1,0,1,0,1,0,1,0
200930,Deferribacteres,phylum,5,0,5,0,5,0,5,0
1158,Oscillatoria,genus,8,0,8,0,8,0,8,0
1049659,Neisseria sp. 20101216Y2,species,1,0,1,0,1,0,1,0
291424,uncultured Chlorogloeopsis sp.,species,1,0,1,0,1,0,1,0
235888,Salinibacterium,genus,1,0,1,0,1,0,1,0
1184460,Sphingomonadaceae bacterium TM7,species,2,0,2,0,2,0,2,0
678615,Pseudomonas sp. B2(2009),species,1,0,1,0,1,0,1,0
1651,Alloiococcus,genus,13,12,13,12,13,12,13,12
259940,uncultured Oceanicaulis sp.,species,1,0,1,0,1,0,1,0
869497,uncultured Telluria sp.,species,1,0,1,0,1,0,1,0
29379,Staphylococcus auricularis,species,1,0,1,0,1,0,1,0
500614,Desmospora,genus,1,0,1,0,1,0,1,0
433291,Clostridiaceae bacterium FH024,species,1,0,1,0,1,0,1,0
980452,Chroococcidiopsis sp. 9E-07,species,1,0,1,0,1,0,1,0
929888,Dolichospermum planctonicum CHAB2307,no rank,0,1,0,1,0,1,0,1
28211,Alphaproteobacteria,class,2470,1571,2470,1571,2470,1571,2470,1571
293324,uncultured Chromatiales bacterium,species,8,0,8,0,8,0,8,0
1110547,Pseudomonas sp. SD2(2011),species,1,0,1,0,1,0,1,0
1132659,Rhizobium sp. TNR-22,species,2,0,2,0,2,0,2,0
202907,Collimonas,genus,1,0,1,0,1,0,1,0
221279,Candidatus Competibacter,genus,1,0,1,0,1,0,1,0
1030,Thiothrix,genus,3,0,3,0,3,0,3,0
158794,environmental samples,no rank,56,3,56,3,56,3,56,3
376760,environmental samples,no rank,2,2,2,2,2,2,2,2
162289,Peptoniphilus,genus,2,2,2,2,2,2,2,2
86664,Bacillus flexus,species,4,0,4,0,4,0,4,0
713037,Synergistetes bacterium oral taxon 363,species,2,1,2,1,2,1,2,1
90627,Gallionellaceae,family,4,0,4,0,4,0,4,0
1218973,Bacillus sp. UAsDu75,species,1,0,1,0,1,0,1,0
135615,Cardiobacteriales,order,1,0,1,0,1,0,1,0
157278,uncultured Methylobacterium sp.,species,140,4,140,4,140,4,140,4
50823,unidentified eubacterium RB08,species,1,0,1,0,1,0,1,0
1330547,Kosakonia,genus,1,0,1,0,1,0,1,0
1158796,Pseudomonas sp. PH3(2012),species,1,0,1,0,1,0,1,0
213113,Desulfurellales,order,1,0,1,0,1,0,1,0
753114,Nocardioides sp. V3M14,species,1,0,1,0,1,0,1,0
47881,Pseudomonas pavonaceae,species,1,0,1,0,1,0,1,0
225016,uncultured Polaromonas sp.,species,16,0,16,0,16,0,16,0
912077,Pseudomonas sp. PSE5,species,1,0,1,0,1,0,1,0
125216,Roseomonas,genus,428,181,428,181,428,181,428,181
293326,uncultured Acetivibrio sp.,species,2,0,2,0,2,0,2,0
1186,Calothrix,genus,9,1,9,1,9,1,9,1
296830,uncultured Rhodospirillales bacterium,species,3,0,3,0,3,0,3,0
538960,uncultured Succinivibrionaceae bacterium,species,2,0,2,0,2,0,2,0
189676,uncultured Vagococcus sp.,species,8,0,8,0,8,0,8,0
683408,environmental samples,no rank,1,0,1,0,1,0,1,0
317664,Quadrisphaera granulorum,species,0,1,0,1,0,1,0,1
1222995,Spirochaetales bacterium enrichment culture clone HB_57,species,1,0,1,0,1,0,1,0
135384,uncultured Low G+C gram positive bacterium Kmlps3-23,species,1,0,1,0,1,0,1,0
84113,unclassified Coriobacteriaceae,no rank,1,0,1,0,1,0,1,0
65842,Fibrobacteres,phylum,35,0,35,0,35,0,35,0
67800,environmental samples,no rank,1,0,1,0,1,0,1,0
38987,unclassified Actinomycetales,no rank,9,0,9,0,9,0,9,0
28448,Gluconacetobacter xylinus,species,1,0,1,0,1,0,1,0
502781,Acinetobacter sp. M9,species,1,0,1,0,1,0,1,0
257459,environmental samples,no rank,17,0,17,0,17,0,17,0
543033,uncultured Terrimonas sp.,species,1,0,1,0,1,0,1,0
725924,environmental samples,no rank,2,0,2,0,2,0,2,0
403950,Staphylococcus sp. SKW24-1,species,3,0,3,0,3,0,3,0
221292,Stigonema,genus,2,0,2,0,2,0,2,0
367753,actinobacterium P23,species,2,0,2,0,2,0,2,0
75588,Pseudomonas libanensis,species,1,0,1,0,1,0,1,0
511678,Aliivibrio,genus,2,0,2,0,2,0,2,0
218287,environmental samples,no rank,8,0,8,0,8,0,8,0
296829,environmental samples,no rank,3,0,3,0,3,0,3,0
159275,uncultured Selenomonas sp.,species,277,0,277,0,277,0,277,0
712786,Veillonella sp. oral taxon D89,species,1,0,1,0,1,0,1,0
158755,uncultured Cytophagales bacterium,species,0,1,0,1,0,1,0,1
538959,environmental samples,no rank,2,0,2,0,2,0,2,0
189693,environmental samples,no rank,3,0,3,0,3,0,3,0
211446,uncultured Solirubrobacter sp.,species,16,0,16,0,16,0,16,0
171718,environmental samples,no rank,25,2,25,2,25,2,25,2
114053,uncultured Pseudoalteromonas sp.,species,7,0,7,0,7,0,7,0
